,time_iter_cmbo_c4
0,38.95866370201111
1,37.69800543785095
2,47.812296867370605
3,52.08488368988037
4,52.81250071525574
5,54.098475217819214
6,53.15888786315918
7,45.984570026397705
8,55.09653830528259
9,56.205533266067505
10,53.03843879699707
11,57.27712392807007
12,57.80043125152588
13,57.21016836166382
14,62.250410318374634
15,62.91411805152893
16,67.41672849655151
17,60.798482179641724
18,53.56962513923645
19,52.72714281082153
20,53.333643674850464
21,56.635215282440186
22,57.51669192314148
23,59.215365171432495
24,59.19253063201904
25,61.09769654273987
26,66.00639081001282
27,61.49122095108032
28,47.948999881744385
29,58.59886336326599
30,56.52224111557007
31,56.60274791717529
32,51.88279366493225
33,55.19334554672241
34,64.41936349868774
35,58.865028381347656
36,56.63363194465637
37,56.9915828704834
38,57.479490995407104
39,55.376089096069336
40,63.05478572845459
41,58.476048946380615
42,53.576833724975586
43,61.75226950645447
44,50.93478035926819
45,54.44341707229614
46,62.80474138259888
47,53.8498899936676
48,54.512768030166626
49,62.808751344680786
50,56.549513816833496
51,52.11587190628052
52,59.67492961883545
53,53.32522177696228
54,65.97784566879272
55,63.44527626037598
56,67.96733498573303
57,78.46959018707275
58,54.30640912055969
59,65.82361459732056
60,58.72682476043701
61,67.31211256980896
62,63.30215883255005
63,56.90084505081177
64,67.57520246505737
65,57.1533567905426
66,64.98089742660522
67,54.74420785903931
68,57.52722525596619
69,60.89718317985535
70,60.89674925804138
71,67.23419046401978
72,61.80662679672241
73,56.22556233406067
74,56.459120750427246
75,58.23601222038269
76,57.496474742889404
77,45.82403588294983
78,51.77859616279602
79,53.876315116882324
80,49.686742067337036
81,48.48143744468689
82,57.22883057594299
83,49.194061279296875
84,49.67699408531189
85,52.774473428726196
86,58.71791219711304
87,49.05065441131592
88,51.250144720077515
89,57.7176194190979
90,49.26248240470886
91,51.45497226715088
92,64.62041449546814
93,52.830713987350464
94,50.47727727890015
95,55.85659217834473
96,55.67877221107483
97,49.45579719543457
98,54.27681255340576
99,62.869760513305664
100,68.46498918533325
101,57.293517112731934
102,51.11013650894165
103,47.67058801651001
104,53.615755796432495
105,57.40002679824829
106,48.34917449951172
107,51.7017982006073
108,65.02765893936157
109,52.803751945495605
110,52.945353984832764
111,59.655137062072754
112,54.507237672805786
113,51.40563154220581
114,62.49524259567261
115,57.82061457633972
116,50.137301206588745
117,57.99291253089905
118,54.49279475212097
119,51.66758894920349
120,58.33094811439514
121,47.021926403045654
122,40.94064164161682
123,41.61222457885742
124,46.47886538505554
125,43.79516673088074
126,40.66482067108154
127,42.2966787815094
128,45.63483119010925
129,40.002081632614136
130,42.42295551300049
131,44.648165225982666
132,39.73304772377014
133,44.215489864349365
134,47.69809365272522
135,41.27981448173523
136,40.9453341960907
137,43.87951302528381
138,45.236658573150635
139,39.34364628791809
140,40.15219259262085
141,42.132622957229614
142,50.66692495346069
143,44.03355622291565
144,42.32199478149414
145,50.340476512908936
146,49.83165907859802
147,47.18811345100403
148,54.44945669174194
149,47.46405243873596
150,42.61212182044983
151,40.523141622543335
152,43.683428049087524
153,47.80884289741516
154,41.23807144165039
155,41.30260443687439
156,45.722383975982666
157,40.15832805633545
158,40.18153119087219
159,46.703715324401855
160,44.01212120056152
161,40.83409357070923
162,39.862499475479126
163,45.04804253578186
164,44.41076421737671
165,39.99147963523865
166,40.91615867614746
167,45.73980402946472
168,44.61163115501404
169,40.38932538032532
170,43.16751742362976
171,46.43701887130737
172,42.86127543449402
173,39.94032406806946
174,40.399911642074585
175,44.36622905731201
176,43.824418783187866
177,39.32768225669861
178,42.352882385253906
179,47.11098504066467
180,41.38171935081482
181,40.77162480354309
182,45.49950170516968
183,47.46654963493347
184,41.965633153915405
185,46.39318323135376
186,47.28952407836914
187,46.58620524406433
188,40.20003890991211
189,41.370776414871216
190,46.00482630729675
191,49.652793169021606
192,47.52976179122925
193,41.528783082962036
194,43.91190457344055
195,53.208898305892944
196,58.70391869544983
197,42.69574236869812
198,41.75571894645691
199,45.48671340942383
200,59.70628619194031
201,40.43646049499512
202,39.947728872299194
203,43.29512619972229
204,46.85638952255249
205,41.39619278907776
206,39.208762884140015
207,43.70048213005066
208,47.91048216819763
209,41.493154525756836
210,40.60417151451111
211,42.424251317977905
212,48.189032793045044
213,44.39115643501282
214,40.717761516571045
215,40.60877561569214
216,43.31799793243408
217,39.80574059486389
218,39.913732290267944
219,44.51592040061951
220,40.37609910964966
221,41.81831192970276
222,45.59415149688721
223,39.96293568611145
224,40.83932948112488
225,43.350263833999634
226,40.548327684402466
227,40.3630690574646
228,46.00465202331543
229,41.999754190444946
230,44.04148578643799
231,47.104228496551514
232,43.56145358085632
233,48.35560965538025
234,43.13771438598633
235,41.12902116775513
236,43.24555563926697
237,41.95649337768555
238,41.169859647750854
239,43.782658100128174
240,47.143781900405884
241,50.3818461894989
242,50.70447087287903
243,49.12120032310486
244,48.819374322891235
245,48.96999788284302
246,48.52106165885925
247,52.413517236709595
248,57.295259952545166
249,60.51819181442261
250,50.95971345901489
251,46.87559151649475
252,46.80746030807495
253,46.79837441444397
254,48.05899930000305
255,48.056315183639526
256,47.127094984054565
257,47.66548132896423
258,47.268203258514404
259,47.0248806476593
260,47.607197999954224
261,47.296366453170776
262,47.08370089530945
263,46.501737117767334
264,47.73359036445618
265,47.37511491775513
266,43.826369524002075
267,40.01833772659302
268,40.92952752113342
269,46.12127709388733
270,41.315128326416016
271,40.259188652038574
272,41.06564974784851
273,45.83008122444153
274,41.82271361351013
275,41.62264966964722
276,46.697511196136475
277,40.076801776885986
278,40.9469096660614
279,42.03177237510681
280,48.25247240066528
281,41.417081356048584
282,41.08502268791199
283,44.91172218322754
284,40.9142951965332
285,40.16828989982605
286,44.15463423728943
287,40.959025621414185
288,41.42522382736206
289,44.845885038375854
290,40.033363580703735
291,40.44387602806091
292,44.373289346694946
293,46.675803422927856
294,39.925150632858276
295,40.8516206741333
296,44.35523509979248
297,42.43255805969238
298,44.371140480041504
299,52.46511888504028
300,54.221739053726196
301,47.26277685165405
302,46.36611008644104
303,39.493693590164185
304,38.93009090423584
305,41.05537462234497
306,46.36279821395874
307,45.96449899673462
308,39.750757932662964
309,40.507336139678955
310,44.9581778049469
311,44.46340084075928
312,40.278454542160034
313,43.607611656188965
314,42.94714975357056
315,40.98059916496277
316,43.88963079452515
317,43.14747452735901
318,41.023300886154175
319,42.770201206207275
320,43.31163477897644
321,41.63325262069702
322,44.103556632995605
323,48.848047494888306
324,48.105565786361694
325,42.08327794075012
326,38.665924072265625
327,42.518961668014526
328,51.22679352760315
329,50.91093111038208
330,47.85759449005127
331,41.81298208236694
332,40.19665002822876
333,43.36777997016907
334,46.88037443161011
335,40.27847504615784
336,40.50964689254761
337,45.10255527496338
338,42.88479042053223
339,40.409788370132446
340,41.648483991622925
341,46.47638177871704
342,40.37817096710205
343,39.4269654750824
344,42.4251024723053
345,42.014567613601685
346,39.768659830093384
347,45.444156646728516
348,42.426405906677246
349,40.04655361175537
350,46.88968324661255
351,43.495970726013184
352,42.33180522918701
353,46.2698700428009
354,52.3757221698761
355,45.537925004959106
356,48.82444715499878
357,56.7329843044281
358,39.153438329696655
359,42.5004780292511
360,45.95235276222229
361,41.78701972961426
362,39.92764592170715
363,41.42949938774109
364,45.57859754562378
365,39.97644329071045
366,40.84503245353699
367,45.84433054924011
368,43.57536578178406
369,40.04682207107544
370,40.392719984054565
371,46.32643389701843
372,41.471014976501465
373,39.3765504360199
374,40.44939064979553
375,46.45441818237305
376,42.496060609817505
377,40.215925455093384
378,40.81792736053467
379,42.641725301742554
380,42.18913793563843
381,39.955533504486084
382,43.97227597236633
383,41.86666560173035
384,39.07762336730957
385,42.82931566238403
386,44.66424107551575
387,40.18194818496704
388,43.05377268791199
389,43.376760959625244
390,40.35137605667114
391,44.503275632858276
392,42.74080801010132
393,40.05559945106506
394,42.50711512565613
395,48.10715126991272
396,42.33250689506531
397,41.26461315155029
398,44.14698147773743
399,46.81357407569885
400,48.64496994018555
401,43.2340829372406
402,46.8971745967865
403,41.869404792785645
404,41.75294041633606
405,51.34081482887268
406,45.66392779350281
407,54.59316825866699
408,53.963890075683594
409,49.11882543563843
410,46.508896827697754
411,40.17673444747925
412,41.37158799171448
413,43.99013924598694
