weights_cmbo_c4
-5.63624758588609e-05
3.812645314425735e-05
6.793689064119046e-05
-5.085069611569721e-05
3.475336434758401e-05
-2.5728630542556056e-05
-5.8621893164087944e-05
-5.4132851426774844e-05
-8.368493468835126e-05
1.4872336157481922e-06
3.2708224476863193e-06
2.304507047370799e-06
-7.905670366147171e-05
-2.4382148047991284e-05
-4.388493741401287e-06
-1.207455211506903e-06
-7.07960409993969e-07
-7.584216369710361e-05
-6.530219276216164e-06
1.68093474313969e-05
-5.2765735770191796e-05
-5.0581768599291744e-05
3.242657148203862e-05
8.520991760450794e-05
1.1653926559960794e-05
-1.4772007480614291e-06
-1.5669529214739653e-05
3.09079220680395e-05
0.00010226647349302541
-3.057595691334959e-05
1.3223327628734948e-05
2.926640976197505e-05
5.5090958596282325e-05
1.1877553400312586e-05
-1.702898178324273e-05
5.402640524655718e-06
7.928765808559505e-05
4.905316187566416e-05
-1.6815353093092678e-05
6.584404410853757e-05
-9.623677472791938e-05
-9.403052500664565e-05
5.762864861322329e-06
-1.7679930596336777e-05
2.1278022654059815e-06
9.745815053974843e-05
-4.102068633512358e-05
1.448233858174792e-05
0.00010431922045415717
-5.253145615700669e-05
-3.422140964825981e-06
-3.060237786444533e-05
-2.528733923138029e-05
-5.575819456547636e-05
5.5982148831800385e-06
-7.397734838155655e-05
-4.183576120163782e-05
3.3747888831314824e-05
0.00011263613869865235
5.653706437134585e-05
6.881436028727984e-05
-4.41028414778258e-05
-3.532827617779984e-05
-9.50337867760158e-05
8.441472835737587e-06
5.2064525938031334e-05
-2.2088396430492196e-05
1.2819849715972755e-05
-3.2430171396674786e-05
5.4988501599993484e-05
-5.2634995850336043e-05
-9.458866202204509e-07
-7.039005135823853e-05
-1.0397140700738175e-05
2.270800393460524e-05
-7.311178226604618e-05
-2.1323622919132822e-05
-5.474395583673964e-06
8.59731625659938e-05
3.071504836165333e-05
-1.8657124173099923e-06
-6.629840782391196e-05
-2.1227993593860795e-05
-2.9976466509408817e-05
8.080879212128943e-06
-0.00010555923728068533
-3.425898372885766e-05
-1.3988874089998646e-05
-2.3966934035750485e-05
-7.303237743770609e-05
1.3012084279607026e-05
-4.402140039283246e-05
-0.00010076383113764566
3.226477610454526e-05
-7.394544220239244e-05
-4.186200481119457e-05
-6.3234767525283665e-06
7.691627118036923e-06
5.277332482000116e-05
1.1542227544173572e-05
-1.2793846310196095e-06
-6.305287783315045e-05
2.81394343960728e-05
-3.55546883641925e-05
-5.38866336942515e-05
4.0430994028595436e-05
-4.202639068812617e-05
3.41841310474219e-05
-0.00011121893547283376
4.2937690506122555e-05
2.239301151636893e-05
2.9289581197217764e-05
-6.791564928959665e-05
-4.0101290699748556e-06
4.9390210843305454e-05
-4.394045779462223e-05
-1.9820197676933385e-06
1.2120242137329348e-05
-4.110670390864971e-06
-7.399524172250197e-06
3.423835793436319e-05
-7.73038918331805e-05
-6.964435169489634e-05
1.0707641363137622e-05
-4.9297272979332585e-05
-4.877654044938149e-05
-7.835540567581924e-06
4.2123343404773364e-05
-6.1371172720569766e-06
-9.317761918735995e-05
2.4966153581400233e-05
7.487761360342857e-05
-4.445744882946986e-05
1.5874465526449797e-05
2.748173129857475e-05
