,time_iter_pso_c2
0,46.74279737472534
1,43.63928437232971
2,45.156266927719116
3,44.589799880981445
4,46.484994888305664
5,45.833409547805786
6,40.441683530807495
7,44.0321831703186
8,45.789992332458496
9,49.04576826095581
10,44.85561943054199
11,50.41756319999695
12,49.170310258865356
13,47.57798767089844
14,49.57713723182678
15,54.73814392089844
16,50.831355571746826
17,57.397175788879395
18,52.444496631622314
19,46.023828744888306
20,45.64550447463989
21,43.969780683517456
22,48.9761803150177
23,48.065722942352295
24,49.671140909194946
25,50.089914083480835
26,48.46292781829834
27,49.721970319747925
28,52.720468044281006
29,54.90568923950195
30,51.005337715148926
31,41.08953857421875
32,46.45428681373596
33,48.11314368247986
34,49.84959602355957
35,47.802582025527954
36,44.46905589103699
37,45.71964478492737
38,58.18348693847656
39,48.53322768211365
40,48.81119465827942
41,48.656402349472046
42,49.18765306472778
43,47.9364128112793
44,45.78493142127991
45,53.75577640533447
46,53.38652801513672
47,43.37254047393799
48,50.25529885292053
49,50.95068693161011
50,42.47612500190735
51,44.90538501739502
52,51.37995672225952
53,50.849321126937866
54,44.57798957824707
55,48.11121916770935
56,53.503992557525635
57,47.03987741470337
58,43.85260009765625
59,49.76978373527527
60,47.86383390426636
61,45.924474000930786
62,59.323625564575195
63,51.488847732543945
64,55.93145728111267
65,68.41640186309814
66,51.21375107765198
67,46.619704723358154
68,57.90261459350586
69,48.740339040756226
70,55.51464533805847
71,55.40414571762085
72,48.68605589866638
73,50.77409315109253
74,56.595667362213135
75,47.492213010787964
76,54.72746539115906
77,49.70431184768677
78,44.66771221160889
79,52.97557282447815
80,47.76936101913452
81,52.11460614204407
82,58.56599760055542
83,52.91678190231323
84,48.654505252838135
85,43.48036026954651
86,50.424094915390015
87,48.265729665756226
88,46.5149564743042
89,38.84813690185547
90,42.81599998474121
91,48.43958353996277
92,42.618648290634155
93,42.56534504890442
94,42.17993450164795
95,48.65824794769287
96,43.08724069595337
97,41.4168176651001
98,41.83357214927673
99,48.7393000125885
100,57.529486417770386
101,42.44937062263489
102,44.29023051261902
103,49.857194662094116
104,41.50643253326416
105,43.85130476951599
106,53.515570878982544
107,51.495707511901855
108,42.212438106536865
109,42.42945432662964
110,48.33992314338684
111,49.780662298202515
112,40.796954870224
113,43.59319710731506
114,50.665027379989624
115,52.80773949623108
116,49.01589918136597
117,48.22913861274719
118,47.43320083618164
119,39.9504759311676
120,41.216322898864746
121,48.19179320335388
122,50.68498945236206
123,40.73600649833679
124,42.800981760025024
125,53.608283281326294
126,48.575110912323
127,44.74658727645874
128,45.98777198791504
129,50.95168876647949
130,47.84615135192871
131,43.86428689956665
132,49.282347202301025
133,53.50643229484558
134,45.61239767074585
135,41.82096767425537
136,48.677424907684326
137,47.91567516326904
138,43.985024213790894
139,47.98142695426941
140,47.58090257644653
141,38.55255484580994
142,34.60531735420227
143,35.5653555393219
144,39.22337198257446
145,39.87228083610535
146,34.504729986190796
147,35.283878803253174
148,36.61720085144043
149,39.1245493888855
150,34.37966561317444
151,35.40071988105774
152,40.983259201049805
153,35.910499572753906
154,35.27715611457825
155,39.10605502128601
156,39.83912491798401
157,35.42533898353577
158,35.19752335548401
159,36.8580379486084
160,40.62904930114746
161,36.13666105270386
162,34.444403409957886
163,35.37628197669983
164,36.698702573776245
165,43.06180167198181
166,37.58913564682007
167,35.82886457443237
168,39.10812497138977
169,45.70266318321228
170,40.070698976516724
171,39.82960534095764
172,47.051891803741455
173,40.73717761039734
174,40.275954484939575
175,33.886502504348755
176,35.485360622406006
177,39.48314309120178
178,42.35903763771057
179,34.20176911354065
180,35.2556037902832
181,39.80673432350159
182,35.74008250236511
183,34.97652721405029
184,35.702341079711914
185,40.29478478431702
186,38.46968340873718
187,35.23950672149658
188,34.47975182533264
189,36.22468185424805
190,39.0695436000824
191,37.01736927032471
192,34.99155020713806
193,35.09885501861572
194,38.892791509628296
195,40.48263716697693
196,34.28976345062256
197,34.90757989883423
198,39.470646142959595
199,40.70246076583862
200,46.08670353889465
201,34.376827239990234
202,34.57546806335449
203,37.95075440406799
204,40.35147547721863
205,34.53210425376892
206,34.73540735244751
207,38.37028646469116
208,41.45072031021118
209,35.25998139381409
210,34.9087336063385
211,38.231425285339355
212,42.887125730514526
213,35.92892909049988
214,36.65246796607971
215,42.35849571228027
216,41.85995650291443
217,41.13961696624756
218,35.795767307281494
219,35.19813776016235
220,38.21046853065491
221,42.18926978111267
222,41.6891348361969
223,41.97299003601074
224,34.57517433166504
225,37.38036751747131
226,46.26643681526184
227,50.690571546554565
228,42.186084032058716
229,34.828702211380005
230,37.74228119850159
231,39.44683623313904
232,40.71165060997009
233,35.56663537025452
234,35.2059690952301
235,34.944318771362305
236,40.219003438949585
237,41.3060097694397
238,35.58764600753784
239,34.64269733428955
240,37.17161226272583
241,39.793659925460815
242,40.249237298965454
243,34.39928078651428
244,34.86786222457886
245,37.462637424468994
246,41.29068946838379
247,40.17890667915344
248,34.66015386581421
249,34.11962056159973
250,39.01646542549133
251,36.2042772769928
252,34.8465211391449
253,34.71409893035889
254,39.028692960739136
255,34.9315984249115
256,34.777915477752686
257,39.57531189918518
258,37.55914664268494
259,35.01895594596863
260,36.15269756317139
261,37.89112424850464
262,34.79519534111023
263,35.40990614891052
264,38.801209449768066
265,41.16781425476074
266,34.96019506454468
267,40.79791855812073
268,38.26460361480713
269,37.08117651939392
270,41.89000940322876
271,39.55954384803772
272,35.134501934051514
273,35.3239004611969
274,39.82402324676514
275,35.28662586212158
276,35.11245512962341
277,37.720932483673096
278,41.28936314582825
279,41.82892823219299
280,43.627341985702515
281,41.68373942375183
282,42.3178026676178
283,42.469040632247925
284,42.150609731674194
285,42.19879126548767
286,44.567744731903076
287,47.4619996547699
288,50.990882873535156
289,52.04238152503967
290,41.523683071136475
291,40.74001121520996
292,40.442195415496826
293,40.81368827819824
294,41.58827090263367
295,41.461379051208496
296,40.7639365196228
297,41.45530700683594
298,41.372459173202515
299,41.16232442855835
300,51.37471151351929
301,41.30838131904602
302,41.78620505332947
303,40.74964714050293
304,41.42463684082031
305,40.70887327194214
306,41.81273317337036
307,40.30834102630615
308,38.519835472106934
309,35.368704080581665
310,35.22222375869751
311,37.66671395301819
312,39.306487798690796
313,34.78511905670166
314,35.25437927246094
315,34.805726528167725
316,39.335113525390625
317,37.397366762161255
318,35.3869571685791
319,38.65561819076538
320,38.72727084159851
321,34.91801190376282
322,35.59322214126587
323,36.59717679023743
324,41.190096378326416
325,37.313435077667236
326,35.4922297000885
327,35.026931047439575
328,40.62206292152405
329,35.15372657775879
330,35.13166356086731
331,38.11220049858093
332,36.48574876785278
333,35.325639963150024
334,38.00871133804321
335,36.98078179359436
336,35.113778591156006
337,35.20895075798035
338,38.725834369659424
339,40.73680901527405
340,35.771989583969116
341,35.20485758781433
342,39.40727353096008
343,36.01877307891846
344,37.824142932891846
345,39.59901285171509
346,45.462732791900635
347,40.24307990074158
348,39.59519553184509
349,40.08536744117737
350,39.22558856010437
351,33.82350778579712
352,34.26535773277283
353,34.740915298461914
354,40.335484743118286
355,41.331077337265015
356,36.35935115814209
357,34.85609483718872
358,34.89538621902466
359,40.44144606590271
360,38.69099736213684
361,34.99819731712341
362,35.662654399871826
363,40.48743295669556
364,34.54918932914734
365,34.97807478904724
366,39.46692609786987
367,37.00844192504883
368,35.473414182662964
369,35.57545280456543
370,39.41612768173218
371,34.95152139663696
372,36.37073063850403
373,39.082128286361694
374,42.15656805038452
375,42.36971116065979
376,38.3948700428009
377,33.195754051208496
378,35.122679710388184
379,39.53224849700928
380,45.666017293930054
381,42.21329355239868
382,41.64303755760193
383,37.243022203445435
384,34.97139072418213
385,35.65558910369873
386,40.619574308395386
387,39.494943380355835
388,35.43107080459595
389,34.84340476989746
390,39.50454616546631
391,38.67522144317627
392,35.39799189567566
393,34.96737861633301
394,38.471755266189575
395,40.4756965637207
396,35.06957125663757
397,35.099098920822144
398,36.8645396232605
399,37.82655882835388
400,46.725730419158936
401,39.08881068229675
402,37.638269662857056
403,34.63082671165466
404,37.32957720756531
405,40.37854743003845
406,37.74481415748596
407,37.195655822753906
408,40.66252565383911
409,43.99132823944092
410,39.20739150047302
411,39.63290023803711
412,46.810609579086304
413,42.661086320877075
414,34.746243715286255
415,36.95069074630737
416,39.2073233127594
417,37.56502056121826
418,35.09446144104004
419,34.62205934524536
420,38.15158247947693
421,38.52830171585083
422,34.737632751464844
423,35.295016288757324
424,39.19265532493591
425,40.338903188705444
426,34.7379469871521
427,35.14384746551514
428,36.1883819103241
429,40.737114667892456
430,35.63945817947388
431,35.03450131416321
432,34.68751931190491
433,38.16284203529358
434,41.42226600646973
435,34.68018174171448
436,34.30042505264282
437,35.4816529750824
438,37.67206859588623
439,37.723572969436646
440,34.943297147750854
441,36.42552137374878
442,39.53173232078552
443,35.37492752075195
444,35.19185423851013
445,39.23547601699829
446,38.75205588340759
447,35.02162289619446
448,35.040555477142334
449,39.835224866867065
450,34.9873993396759
451,36.84546113014221
452,40.36454796791077
453,36.18388390541077
454,35.07829785346985
455,35.79552745819092
456,40.314396142959595
457,38.83049941062927
458,35.20229768753052
459,35.35344052314758
460,38.765218019485474
461,40.57438278198242
462,35.41085958480835
463,34.78065800666809
464,39.644508838653564
465,41.495662450790405
466,35.2177836894989
467,36.46002006530762
468,44.89471888542175
469,39.81373143196106
470,42.54610061645508
471,49.97032642364502
472,44.52755641937256
473,42.98631978034973
474,39.30444264411926
475,34.97173452377319
476,35.1283597946167
477,36.74783706665039
478,40.78947734832764
479,38.92310190200806
480,34.95980358123779
481,35.13907980918884
482,37.611305475234985
483,41.358970642089844
484,41.715866565704346
485,37.33951425552368
486,34.95895028114319
487,35.16055083274841
488,40.74204444885254
489,41.18693804740906
490,38.410367250442505
491,34.568676233291626
492,35.15903949737549
493,35.34160327911377
494,41.462231159210205
495,41.738537549972534
496,37.115081548690796
497,35.28356599807739
498,35.23088240623474
499,38.07974863052368
500,49.36670184135437
501,37.124794006347656
502,35.39373469352722
503,34.64946961402893
504,37.344160079956055
505,40.465052127838135
506,41.514899015426636
507,40.67471671104431
508,35.644230127334595
509,36.78861904144287
510,41.18889236450195
511,40.876056432724
512,39.89041876792908
513,34.73155879974365
514,35.52797818183899
515,37.05134320259094
516,40.67026352882385
517,40.42243957519531
518,40.6101713180542
519,34.246453523635864
520,34.60894322395325
521,36.12208342552185
522,40.234862089157104
523,41.886104106903076
524,38.102086782455444
525,36.74143433570862
526,47.793447732925415
527,49.633556842803955
528,37.002689599990845
529,34.81408762931824
530,34.56403183937073
531,38.55256175994873
532,39.502026081085205
533,36.552393674850464
534,34.523473024368286
535,37.43576979637146
536,40.289732694625854
537,41.0683217048645
538,39.31091928482056
539,35.51448702812195
540,34.42360472679138
541,38.789021253585815
542,40.395753145217896
543,40.03476047515869
544,34.045124769210815
545,34.63964033126831
546,37.74886131286621
547,39.66251468658447
548,39.45491147041321
549,34.84294629096985
550,34.33032965660095
551,36.22556281089783
552,40.02395939826965
553,39.8471953868866
554,34.79404425621033
555,35.73788070678711
556,34.89549469947815
557,39.21104097366333
558,40.573957204818726
559,41.44901514053345
560,37.86457300186157
561,35.841713666915894
562,34.90132808685303
563,37.815423250198364
564,40.92965269088745
565,40.91904544830322
566,39.72714614868164
