loss_value
118.59386
64.27028
11.864016
7.8018
0.67180884
0.67180884
0.67180884
0.6631293
0.6631293
0.5769413
0.4272921
0.4272921
0.4272921
0.4272921
0.42411005
0.33693182
0.33693182
0.32157904
0.2878162
0.27284157
0.27284157
0.26757976
0.265249
0.26361153
0.23302767
0.23038428
0.22966912
0.22827801
0.22222231
0.21570703
0.20698802
0.19409445
0.1833335
0.17891967
0.1734628
0.1734628
0.17069682
0.17063962
0.16914618
0.1685005
0.16843235
0.16707167
0.16683981
0.16611707
0.165874
0.16557357
0.16517486
0.16503462
0.1649346
0.1648481
0.16467282
0.16426364
0.1633676
0.1628139
0.16235557
0.16216457
0.16143353
0.16086768
0.1605956
0.16013044
0.15942703
0.1588024
0.15807204
0.15775491
0.15717688
0.15687656
0.15674007
0.15649042
0.15629931
0.15627243
0.15627243
0.15626048
0.15626048
0.15626048
0.15625894
0.15625565
0.15623555
0.15622918
0.15620083
0.15619822
0.15618908
0.15617254
0.15615113
0.1561317
0.15612032
0.15610567
0.15609917
0.15608738
0.15607907
0.15607555
0.15606189
0.15605554
0.15605262
0.15604931
0.15604824
0.15604824
0.1560477
0.15604639
0.15604582
0.15604493
0.1560436
0.15604231
0.15604037
0.15603884
0.15603738
0.15603644
0.15603551
0.15603432
0.15603109
0.1560285
0.15602632
0.15602516
0.15602438
0.15602319
0.15602222
0.15602145
0.15602045
0.1560199
0.15601918
0.1560183
0.15601684
0.15601592
0.15601426
0.15601334
0.15601157
0.15601072
0.15600985
0.15600874
0.15600792
0.15600726
0.15600647
0.1560054
0.15600449
0.15600266
0.15600082
0.15599892
0.155998
0.155996
0.15599433
0.15599343
0.15599255
0.15599221
0.1559906
0.15599006
0.15599
0.15598997
0.15598994
0.15598989
0.15598986
0.1559898
0.1559898
0.15598975
0.15598972
0.15598969
0.15598962
0.15598956
0.15598948
0.15598944
0.15598938
0.1559893
0.1559892
0.15598904
0.15598895
0.15598871
0.15598857
0.15598837
0.15598808
0.15598775
0.15598759
0.1559873
0.15598704
0.15598685
0.15598664
0.15598637
0.15598617
0.15598565
0.15598525
0.15598498
0.15598445
0.15598412
0.15598358
0.15598333
0.1559832
0.15598267
0.1559823
0.15598151
0.15598087
0.1559799
0.15597948
0.15597919
0.15597862
0.15597764
0.15597716
0.15597627
0.15597627
0.15597625
0.15597625
0.15597625
0.15597624
0.15597624
0.15597624
