,time_iter_pso_c2
0,5.300356388092041
1,4.342844009399414
2,4.299504518508911
3,3.9377076625823975
4,4.0749194622039795
5,4.290183067321777
6,3.982056140899658
7,4.351719617843628
8,4.188502311706543
9,4.764863014221191
10,4.6519715785980225
11,4.351076602935791
12,4.527271509170532
13,5.150213718414307
14,5.102283239364624
15,4.672647476196289
16,5.071057558059692
17,4.386636734008789
18,4.533648490905762
19,4.857251405715942
20,4.120925188064575
21,4.050225019454956
22,6.491538047790527
23,7.870744705200195
24,6.3208417892456055
25,5.403897047042847
26,4.7890636920928955
27,3.895850419998169
28,4.430652856826782
29,4.056742429733276
30,3.9278903007507324
31,4.169750452041626
32,4.389317989349365
33,3.891347646713257
34,3.881740093231201
35,4.023130655288696
36,4.858461141586304
37,3.872952938079834
38,4.191171407699585
39,4.763903617858887
40,4.8446502685546875
41,5.319772720336914
42,5.045110464096069
43,5.254453897476196
44,4.990499258041382
45,4.442391395568848
46,5.47326922416687
47,4.148911476135254
48,4.0878400802612305
49,4.276366472244263
50,4.747374534606934
51,3.933969259262085
52,4.032734394073486
53,4.5518341064453125
54,4.401291608810425
55,4.393364906311035
56,5.3219194412231445
57,5.752238035202026
58,5.103136301040649
59,4.095800399780273
60,5.120646715164185
61,4.177632093429565
62,3.993374824523926
63,4.108804225921631
64,4.220543146133423
65,3.9300122261047363
66,4.059307813644409
67,5.551440715789795
68,5.862142086029053
69,4.46155309677124
70,4.5138099193573
71,5.688154220581055
72,4.578666687011719
73,4.271895885467529
74,4.682790040969849
75,4.4055657386779785
76,4.335047960281372
77,4.452416181564331
78,4.503800630569458
79,4.40459680557251
80,4.421356916427612
81,4.935480833053589
82,4.506685495376587
83,3.941973924636841
84,4.046182155609131
85,4.670609951019287
86,3.9661271572113037
87,4.076932191848755
88,4.208036184310913
89,5.328384160995483
90,5.599238395690918
91,5.32674765586853
92,5.187868356704712
93,4.188938617706299
94,4.694582462310791
95,4.779860734939575
96,4.5579938888549805
97,4.34525203704834
98,4.688560485839844
99,4.3238725662231445
100,6.018763065338135
101,4.14656400680542
102,4.641542196273804
103,3.9215991497039795
104,4.140915870666504
105,4.819935083389282
106,4.749898195266724
107,5.239145994186401
108,6.625182628631592
109,5.419517517089844
110,5.142574310302734
111,5.659680128097534
112,5.405422210693359
113,6.119939088821411
114,5.274973154067993
115,4.98202657699585
116,4.874570369720459
117,5.565031290054321
118,5.305061340332031
119,5.018418073654175
120,4.940958738327026
121,5.200110912322998
122,4.741925001144409
