,time_iter_cmbo_c7
0,33.392189264297485
1,29.196388483047485
2,43.58159279823303
3,50.06264877319336
4,51.78622388839722
5,53.38154411315918
6,53.24307894706726
7,50.1153302192688
8,49.78890681266785
9,53.714728593826294
10,56.44859457015991
11,53.53224515914917
12,59.75433921813965
13,55.83651375770569
14,58.01956748962402
15,65.67987585067749
16,61.97205090522766
17,67.34242725372314
18,55.880332469940186
19,53.58531904220581
20,51.477842807769775
21,54.41512846946716
22,56.394463777542114
23,56.1527304649353
24,59.52459192276001
25,58.695136070251465
26,63.006123304367065
27,66.25899028778076
28,56.792285680770874
29,48.67303013801575
30,58.27366590499878
31,56.466134786605835
32,54.814003705978394
33,52.0789475440979
34,57.92994785308838
35,62.21177434921265
36,58.398770332336426
37,57.02310824394226
38,59.4642288684845
39,54.735567569732666
40,57.86658549308777
41,62.98104810714722
42,55.503339767456055
43,57.87158226966858
44,58.839152336120605
45,49.64803409576416
46,55.54441857337952
47,64.03524374961853
48,51.759817361831665
49,56.180893898010254
50,62.264699935913086
51,54.09826898574829
52,54.01583743095398
53,59.79440784454346
54,51.63609051704407
55,67.7457389831543
56,62.90576124191284
57,74.80298471450806
58,71.58511590957642
59,55.26888823509216
60,67.22698974609375
61,57.969094038009644
62,68.67752647399902
63,59.414427518844604
64,57.854002714157104
65,66.40892028808594
66,57.40643119812012
67,64.88340926170349
68,53.54183745384216
69,59.29409837722778
70,58.718677282333374
71,62.39863109588623
72,68.23616290092468
73,59.2383189201355
74,55.69665169715881
75,56.99341011047363
76,57.59250497817993
77,52.90339946746826
78,47.331231355667114
79,52.623088359832764
80,53.354432582855225
81,49.03127384185791
82,49.90244936943054
83,56.512184143066406
84,49.962975025177
85,49.626824140548706
86,54.8200900554657
87,56.347312211990356
88,48.52637338638306
89,52.39769721031189
90,57.40635275840759
91,48.86488127708435
92,53.78492498397827
93,63.14455533027649
94,52.9266312122345
95,49.43767714500427
96,56.56063222885132
97,53.62895202636719
98,49.26564621925354
99,53.85296082496643
100,78.50120663642883
101,56.67355012893677
102,55.89678168296814
103,50.2432005405426
104,47.4943368434906
105,55.29973125457764
106,55.55751442909241
107,48.80454158782959
108,53.38136911392212
109,63.453608751297
110,52.672383069992065
111,54.36864876747131
112,61.515942335128784
113,53.90645670890808
114,53.96084475517273
115,61.44294190406799
116,54.393574237823486
117,49.8625226020813
118,58.15309977531433
119,53.029680252075195
120,51.76252818107605
121,58.66124367713928
122,45.196401596069336
123,40.50174689292908
124,41.69696092605591
125,46.69406819343567
126,42.98848843574524
127,40.36816763877869
128,42.037012815475464
129,45.277217388153076
130,39.325681924819946
131,42.89604592323303
132,44.75313925743103
133,39.401724100112915
134,43.91071844100952
135,47.07210564613342
136,40.681830644607544
137,40.356685400009155
138,43.60178017616272
139,45.421456813812256
140,39.12736129760742
141,40.45384383201599
142,41.57403087615967
143,50.25950002670288
144,43.85169863700867
145,41.70540428161621
146,50.54745531082153
147,49.26065397262573
148,46.87118744850159
149,53.61404848098755
150,47.955225706100464
151,43.577112913131714
152,39.860172510147095
153,43.504071950912476
154,46.884873151779175
155,40.57828879356384
156,41.36324095726013
157,46.167362213134766
158,39.34392762184143
159,40.334205865859985
160,46.11128568649292
161,44.478256702423096
162,40.37353730201721
163,39.897624015808105
164,43.138845443725586
165,45.53200316429138
166,39.81033515930176
167,39.9667272567749
168,44.42230296134949
169,45.800835847854614
170,39.66720461845398
171,41.634353160858154
172,46.452889919281006
173,44.73319864273071
174,39.69856882095337
175,40.133131980895996
176,42.98642063140869
177,44.879981994628906
178,39.981650829315186
179,39.92882990837097
180,46.55652976036072
181,43.37200117111206
182,40.40998721122742
183,43.739391803741455
184,48.55824279785156
185,42.49466848373413
186,45.25031018257141
187,48.022414207458496
188,47.22752642631531
189,41.28243947029114
190,41.64818334579468
191,44.91049838066101
192,48.03377079963684
193,49.125232219696045
194,41.46044135093689
195,43.34653854370117
196,50.787885665893555
197,58.745922327041626
198,45.76031541824341
199,39.94592475891113
200,60.11861777305603
201,46.364136695861816
202,40.568907022476196
203,41.06923508644104
204,43.050987005233765
205,47.52389049530029
206,42.0602970123291
207,39.87052249908447
208,43.5381875038147
209,46.38999915122986
210,42.80290746688843
211,39.76199722290039
212,41.14108967781067
213,46.85818552970886
214,46.310126066207886
215,40.42605113983154
216,39.82438516616821
217,45.373913526535034
218,39.813092947006226
219,40.19568753242493
220,43.551531076431274
221,39.40165400505066
222,40.91087007522583
223,45.893884897232056
224,40.524611949920654
225,40.339430809020996
226,44.10194778442383
227,39.41752624511719
228,39.54609179496765
229,44.52457141876221
230,44.004785776138306
231,41.357998847961426
232,49.03528332710266
233,41.78825521469116
234,48.53909969329834
235,44.83051085472107
236,40.35443067550659
237,41.565773010253906
238,44.6192889213562
239,39.61313819885254
240,42.19879913330078
241,46.98618507385254
242,49.01680517196655
243,50.47429442405701
244,48.51777768135071
245,48.41356372833252
246,49.005159854888916
247,48.53213834762573
248,51.156126976013184
249,55.5014545917511
250,60.05714702606201
251,55.46666073799133
252,47.084572076797485
253,47.49267530441284
254,46.4781129360199
255,47.37728786468506
256,47.78212547302246
257,46.72342228889465
258,47.57296633720398
259,48.10889744758606
260,47.09036183357239
261,46.492868185043335
262,46.91504096984863
263,47.11253213882446
264,46.63259553909302
265,46.58474040031433
266,48.37914776802063
267,46.89447999000549
268,39.38344645500183
269,40.34367895126343
270,44.39775824546814
271,42.93213939666748
272,39.81828498840332
273,40.22267985343933
274,43.10158109664917
275,44.161943197250366
276,40.59260034561157
277,44.67965745925903
278,43.11529231071472
279,40.4266893863678
280,40.78115439414978
281,45.7511088848114
282,43.749563455581665
283,40.076300382614136
284,41.746620416641235
285,44.641834020614624
286,39.685537815093994
287,40.96597480773926
288,42.71832489967346
289,40.97911047935486
290,43.51172685623169
291,42.1475944519043
292,40.21333885192871
293,40.641785860061646
294,46.92745399475098
295,42.8730902671814
296,39.62260365486145
297,45.12629222869873
298,41.20135760307312
299,44.623982667922974
300,60.1141402721405
301,45.81738495826721
302,45.60052275657654
303,46.29194641113281
304,43.577885389328
305,38.346845865249634
306,38.71870279312134
307,43.928258419036865
308,47.17991304397583
309,41.90398693084717
310,39.988531827926636
311,42.12102818489075
312,46.361162185668945
313,41.54669427871704
314,39.38172125816345
315,45.28275513648987
316,40.49339509010315
317,40.13121294975281
318,45.59676241874695
319,40.00510215759277
320,40.64406156539917
321,45.67784881591797
322,40.490572690963745
323,41.721874475479126
324,46.24000668525696
325,47.852174520492554
326,47.4497435092926
327,38.22218632698059
328,39.20753312110901
329,43.179033041000366
330,52.97605037689209
331,48.935768604278564
332,47.24900436401367
333,40.58751177787781
334,40.29810929298401
335,45.44812989234924
336,46.042139291763306
337,40.01861524581909
338,41.26158046722412
339,45.46717047691345
340,41.0330867767334
341,39.74293351173401
342,42.918211698532104
343,46.410071849823
344,39.52157640457153
345,39.95009255409241
346,43.317678928375244
347,41.068052530288696
348,40.847272634506226
349,45.326106548309326
350,41.00273656845093
351,39.76051998138428
352,46.46726417541504
353,42.50051832199097
354,42.72340488433838
355,46.68989300727844
356,50.26501274108887
357,45.00036931037903
358,50.20588231086731
359,53.098008155822754
360,39.40511679649353
361,41.32935380935669
362,45.76058793067932
363,40.854410886764526
364,40.38635540008545
365,41.203444719314575
366,45.181055545806885
367,39.33840036392212
368,40.28325581550598
369,44.68860673904419
370,43.55133843421936
371,39.40710139274597
372,40.36581039428711
373,45.37629437446594
374,41.082539319992065
375,39.29123592376709
376,40.49997329711914
377,44.894477128982544
378,43.573516607284546
379,39.4739727973938
380,40.903072118759155
381,42.54509663581848
382,42.67651867866516
383,39.92841696739197
384,43.16294074058533
385,42.7862286567688
386,39.74538826942444
387,42.374377727508545
388,45.080283403396606
389,39.374067068099976
390,41.7013680934906
391,43.734036445617676
392,39.03735566139221
393,45.28946352005005
394,43.6395947933197
395,39.276490688323975
396,40.31257176399231
397,46.39498543739319
398,43.34801626205444
399,40.30320978164673
400,49.020615577697754
401,47.83727169036865
402,40.13690185546875
403,40.97676682472229
404,46.96117639541626
405,44.03824782371521
406,39.86017346382141
407,49.29914331436157
408,45.84316635131836
409,49.905423164367676
410,57.31597900390625
411,50.833327293395996
412,46.97084045410156
413,40.87143802642822
414,40.06538009643555
415,41.96939301490784
416,46.47698736190796
417,43.722312211990356
418,40.10366606712341
419,41.15877556800842
420,47.15419554710388
421,48.59706687927246
422,43.87192916870117
423,40.679184675216675
424,41.6237096786499
425,46.701138973236084
426,46.68088126182556
427,39.21979117393494
428,39.81485438346863
429,40.99565243721008
430,46.71029734611511
431,47.6199893951416
432,39.73788619041443
433,40.26371622085571
434,41.68710160255432
435,47.065407276153564
436,43.908549785614014
437,40.52297258377075
438,41.21809220314026
439,43.5173864364624
440,47.027541637420654
441,49.02108097076416
442,41.687150955200195
443,40.42852282524109
444,47.2093870639801
445,47.382903814315796
446,44.83507680892944
447,39.09930992126465
448,40.67402935028076
449,46.049899101257324
450,47.14394688606262
451,46.36027765274048
452,39.58741545677185
453,40.81743597984314
454,43.654879093170166
455,47.550824880599976
456,46.679988622665405
457,43.783549785614014
458,55.3876531124115
459,54.87180972099304
460,38.743348121643066
461,39.08442544937134
462,43.14739775657654
463,45.5125458240509
464,41.16639566421509
465,39.48422908782959
466,43.62681603431702
467,47.50319242477417
468,46.07414889335632
469,40.08418607711792
470,39.027642011642456
471,43.62076210975647
472,46.53926229476929
473,43.61707878112793
474,39.548999309539795
475,39.81161165237427
476,45.03015089035034
477,46.898542165756226
478,40.657042503356934
479,40.66626214981079
480,43.00729751586914
481,47.53855895996094
482,41.53792405128479
483,40.612037897109985
484,41.01391577720642
485,45.22123146057129
486,47.62303853034973
487,48.40219068527222
488,39.83176350593567
489,40.797627687454224
490,43.8217670917511
491,47.71626353263855
492,47.84811592102051
493,42.24539828300476
494,41.34023928642273
495,40.417654275894165
496,47.553980588912964
497,50.24391460418701
498,46.92026472091675
499,40.243645429611206
500,51.19270944595337
501,41.570627212524414
502,47.38674759864807
503,46.894874572753906
504,44.12910723686218
505,40.96574401855469
506,44.49475598335266
507,52.25851845741272
